geocode,lat,long,drop_4balance
3169356,-18.297841,-45.069157,0
3169604,-18.624105,-48.719104,0
3169703,-17.244466,-42.839942,0
3170008,-16.364026,-44.847682,0
3170107,-19.580931,-47.977162,0
3170206,-19.033863,-48.330416,0
3170404,-16.375835,-46.819723,0
3170438,-19.408441,-50.342946,0
3170479,-16.092587,-46.319614,0
3170529,-16.028639,-45.572879,0
3170602,-20.431277,-46.336151,0
3170651,-15.392346,-42.296776,0
3170750,-18.466554,-45.935192,0
3170800,-17.49574,-44.727269,0
3170909,-15.64077,-43.97625,0
3171006,-17.869152,-46.867624,0
3171030,-15.53731,-43.57533,0
3171071,-17.483028,-42.730072,0
3171105,-19.602467,-48.340915,0
3171204,-19.730967,-43.944853,0
3171600,-16.668665,-42.380854,0
3500303,-22.051274,-47.030214,0
3500550,-22.855332,-49.260448,0
3500600,-22.59865,-47.87609,0
3500709,-22.571934,-49.108768,0
3500758,-23.550917,-47.931949,0
3500907,-20.553486,-49.103783,0
3501004,-21.018047,-47.386248,0
3501202,-20.306847,-49.903456,0
3501509,-22.508077,-49.795427,0
3501608,-22.718794,-47.282514,0
3501707,-21.722338,-48.032287,0
3501806,-20.289386,-49.768018,0
3502002,-22.121085,-47.677955,0
3502200,-23.398846,-48.487084,0
3502309,-22.79482,-48.174049,0
3502705,-24.251558,-49.104631,0
3503000,-20.145046,-47.820644,0
3503109,-23.177697,-49.064033,0
3503208,-21.79165,-48.181322,0
3503307,-22.309506,-47.243018,0
3503406,-22.100919,-49.016596,0
3503604,-22.686168,-48.666505,0
3503802,-22.561198,-47.132153,0
3504008,-22.600712,-50.420687,0
3504305,-22.173826,-49.307741,0
3504503,-23.07519,-48.894015,0
3504800,-20.686054,-49.540409,0
3505203,-22.021873,-48.656554,0
3505302,-22.512713,-48.488633,0
3505500,-20.495003,-48.606944,0
3505609,-21.232548,-48.095055,0
3505906,-20.867799,-47.574774,0
3506003,-22.251517,-49.120632,0
3506102,-20.910154,-48.485204,0
3506706,-21.935012,-48.463592,0
3506805,-22.100206,-48.52327,0
3506904,-23.161035,-48.309622,0
3507159,-24.312045,-49.192428,0
3507407,-21.607815,-49.046148,0
3507456,-22.680667,-48.99232,0
3507506,-22.859046,-48.47049,0
3507803,-21.049535,-47.627772,0
3507902,-22.273291,-48.081225,0
3508009,-23.737726,-48.616703,0
3508207,-20.209318,-47.692934,0
3508306,-22.497997,-49.376946,0
3509403,-21.233453,-47.327834,0
3509452,-23.593972,-48.44752,0
3509502,-22.765747,-47.080167,0
3509809,-22.606692,-50.010175,0
3510005,-22.699831,-50.338957,0
3510104,-21.370319,-48.657868,0
3510203,-23.921396,-48.435983,0
3510708,-20.1608,-49.858979,0
3510807,-21.806343,-47.079679,0
3510906,-21.228064,-47.120386,0
3511300,-20.838849,-49.156884,0
3511409,-23.059342,-49.14382,0
3511706,-22.53042,-47.764381,0
3512001,-20.739624,-48.568232,0
3512100,-20.266874,-48.721744,0
3512209,-22.36861,-47.140657,0
3512308,-22.897191,-48.070969,0
3512407,-22.482854,-47.345384,0
3512605,-23.688532,-49.221241,0
3512704,-22.242463,-47.635538,0
3512803,-22.651639,-47.186364,0
3512902,-20.442529,-49.774622,0
3513108,-21.339654,-47.744577,0
3513207,-20.371323,-47.400909,0
3513702,-21.881545,-47.655656,0
3514007,-21.516123,-48.357324,0
3514106,-22.402421,-48.330247,0
3514304,-22.117294,-48.333525,0
3514502,-22.44017,-49.473573,0
3514601,-21.247091,-47.979809,0
3514700,-22.485612,-50.215702,0
3515152,-22.489313,-47.17335,0
3515186,-22.184094,-46.828647,0
3515194,-22.670894,-49.432948,0
3515509,-20.457552,-50.314548,0
3515608,-21.378195,-48.717067,0
3515657,-22.366701,-49.503504,0
3515905,-20.520056,-50.128196,0
3516200,-20.555224,-47.381112,0
3516853,-21.791604,-48.44793,0
3516903,-20.603316,-50.314168,0
3517406,-20.314037,-48.364137,0
3517505,-20.715424,-49.148419,0
3517703,-20.482583,-47.775247,0
3517901,-20.31755,-48.989106,0
3518503,-23.345052,-48.326697,0
3518602,-21.395944,-48.226558,0
3518859,-21.453292,-47.979908,0
3519055,-22.630296,-47.065031,0
3519105,-21.959672,-49.061065,0
3519253,-22.81914,-49.106836,0
3519303,-21.950905,-48.027285,0
3519501,-22.705487,-50.088273,0
3519600,-21.784141,-48.830216,0
3519808,-20.367221,-49.196943,0
3519907,-22.529566,-51.076681,0
3520004,-22.547028,-48.522698,0
3520103,-20.063688,-47.682445,0
3520608,-22.184315,-51.239363,0
3521101,-22.413078,-47.724629,0
3521150,-20.647987,-49.40353,0
3521309,-20.417483,-48.06649,0
3521408,-22.649763,-47.490935,0
3521705,-23.87302,-49.13553,0
3521804,-23.46932,-49.053631,0
3521903,-21.380729,-48.993785,0
3522000,-21.932209,-48.758152,0
3522307,-23.583654,-48.112211,0
3522406,-23.889446,-48.933988,0
3522604,-22.416113,-46.815471,0
3522703,-21.548104,-48.815474,0
3522802,-23.703357,-49.316927,0
3523206,-24.080515,-49.303548,0
3523503,-23.156269,-48.649717,0
3523602,-22.294603,-47.834065,0
3523701,-20.657563,-47.169403,0
3523800,-21.752781,-46.93933,0
3524105,-20.329529,-47.809598,0
3524204,-20.649993,-48.415959,0
3524303,-21.218336,-48.287936,0
3524709,-22.684708,-47.04707,0
3525102,-20.992054,-47.826031,0
3525300,-22.215916,-48.45228,0
3525409,-20.340137,-47.574193,0
3525607,-22.388642,-50.848917,0
3526704,-22.167745,-47.304171,0
3526803,-22.679287,-48.831023,0
3526902,-22.598196,-47.350084,0
3527504,-22.483967,-49.532396,0
3527603,-21.552665,-47.781886,0
3527801,-22.509653,-49.848916,0
3527900,-22.402827,-50.377799,0
3528007,-22.516792,-48.773631,0
3528304,-20.560031,-50.240476,0
3528601,-23.062279,-49.250989,0
3528809,-22.59412,-50.630005,0
3529005,-22.457236,-50.056897,0
3529203,-22.281316,-51.140249,0
3529302,-21.610546,-48.429382,0
3529609,-20.417521,-50.183032,0
3529708,-20.184703,-48.105485,0
3529807,-22.481353,-48.42372,0
3530300,-20.736388,-49.470927,0
3530409,-20.595005,-49.487006,0
3530508,-21.457984,-47.059798,0
3530706,-22.232094,-47.028967,0
3530805,-22.448453,-46.991038,0
3531308,-21.272891,-48.503526,0
3531407,-20.66689,-49.74225,0
3531506,-20.866736,-48.613303,0
3531902,-20.688724,-48.153327,0
3532058,-21.513807,-48.170321,0
3532157,-22.532482,-51.163164,0
3532603,-20.59505,-50.036023,0
3532827,-24.163417,-49.002285,0
3532900,-21.774336,-48.549671,0
3533007,-20.509051,-49.357219,0
3533403,-22.762932,-47.246515,0
3533502,-21.4522,-49.086588,0
3533601,-20.704857,-47.729069,0
3533700,-22.488309,-49.965059,0
3533809,-22.895248,-49.336925,0
3533908,-20.690722,-49.052284,0
3534005,-20.615227,-49.241577,0
3534203,-20.185142,-49.297965,0
3534302,-20.697874,-47.905833,0
3534500,-22.363272,-50.309562,0
3535002,-20.343244,-49.510874,0
3535309,-22.701715,-50.217515,0
3535507,-22.470003,-50.62439,0
3535804,-23.439873,-48.799468,0
3536109,-23.045326,-48.406455,0
3536257,-20.333415,-50.012295,0
3536307,-20.704206,-47.289415,0
3536505,-22.743544,-47.143227,0
3536570,-22.568388,-49.305567,0
3536604,-20.052471,-49.314982,0
3536703,-22.300594,-48.891241,0
3537008,-20.205585,-47.439062,0
3538105,-21.258042,-48.924516,0
3538709,-22.751728,-47.880859,0
3538808,-23.227609,-49.249027,0
3538907,-22.013057,-49.2681,0
3539301,-22.015144,-47.511174,0
3539400,-22.432779,-49.173461,0
3539509,-21.006222,-48.249359,0
3539707,-22.625178,-50.212776,0
3540200,-20.984579,-48.064421,0
3540309,-20.199845,-49.77338,0
3540705,-21.854129,-47.528481,0
3540903,-21.344441,-48.086057,0
3541059,-22.818532,-48.6969,0
3541109,-22.061677,-49.313892,0
3541703,-22.407064,-50.749839,0
3542206,-22.393158,-50.974995,0
3542404,-22.275073,-51.272808,0
3542503,-22.007641,-49.180949,0
3542701,-20.648234,-47.505928,0
3542909,-22.060116,-48.185329,0
3543105,-20.448928,-47.573325,0
3543204,-22.730714,-49.91378,0
3543402,-21.210843,-47.821303,0
3543501,-23.891202,-49.447642,0
3543600,-20.0608,-47.440891,0
3543709,-21.593879,-48.032031,0
3543907,-22.338373,-47.662637,0
3544004,-22.829767,-47.661862,0
3544905,-20.831525,-47.854604,0
3545159,-22.839848,-47.703453,0
3545605,-21.348678,-48.844473,0
3545803,-22.713308,-47.381228,0
3546207,-22.125425,-47.496074,0
3546256,-21.274782,-47.439801,0
3546306,-21.941748,-47.174535,0
3546405,-22.691234,-49.490252,0
3546504,-21.452546,-48.366819,0
3546900,-21.670818,-48.057403,0
3547007,-22.564568,-48.154257,0
3547502,-21.652108,-47.548754,0
3547601,-21.504072,-47.366777,0
3547908,-21.092203,-47.195615,0
3548005,-22.588596,-46.990452,0
3548906,-21.918887,-47.867178,0
3549102,-21.982386,-46.849312,0
3549250,-20.529071,-50.317689,0
3549409,-20.550516,-47.938549,0
3549508,-20.58753,-47.627174,0
3549706,-21.642039,-46.962641,0
3549805,-20.7525,-49.393632,0
3550100,-22.691221,-48.532787,0
3550407,-22.558186,-47.924681,1
3550506,-22.652489,-49.771344,0
3550902,-21.461521,-47.568273,0
3551108,-23.616757,-47.912923,0
3551306,-20.62218,-49.91575,0
3551405,-21.316059,-47.549694,0
3551504,-21.216919,-47.612337,0
3551702,-21.122917,-48.0089,0
3552601,-20.830053,-49.078876,0
3552700,-21.712522,-48.62906,0
3552908,-22.420812,-51.27698,0
3553104,-21.174446,-48.483307,0
3553203,-21.13639,-48.419248,0
3553302,-21.601874,-47.260113,0
3553401,-20.531235,-49.646474,0
3553658,-21.069268,-48.39943,0
3553708,-21.423357,-48.527931,0
3553807,-23.547511,-49.190628,0
3553856,-23.885623,-48.72758,0
3553955,-22.700462,-50.543984,0
3554201,-23.342271,-49.245341,0
3554409,-20.778767,-48.345776,0
3554706,-22.444588,-48.164437,0
3554755,-22.032292,-48.345151,0
3555505,-22.561627,-49.666582,0
3555604,-20.844274,-49.12053,0
3556107,-20.42611,-50.103663,0
3556404,-21.878174,-46.928087,0
3556800,-20.884382,-48.309864,0
3557105,-20.460291,-49.988098,0
3557303,-22.236074,-46.943078,0
4101606,-24.18685,-49.979981,0
4104907,-24.607366,-50.147401,0
4112009,-24.286642,-49.784843,0
4119400,-24.387991,-50.048715,0
4125407,-23.962505,-49.631511,0
4126306,-24.184228,-49.463107,0
4127106,-24.363204,-50.369032,0
4127502,-24.523185,-50.287727,0
4128534,-24.308277,-50.230629,0
5000203,-19.961526,-52.926881,0
5000252,-18.209174,-53.749249,0
5000708,-20.70726,-55.761335,0
5000807,-21.984206,-52.868701,0
5000856,-21.935398,-53.815652,0
5000906,-22.205546,-55.968969,0
5001003,-20.061,-51.366836,0
5001102,-20.15035,-55.607914,0
5001243,-22.723343,-55.487912,0
5001508,-19.80517,-54.28511,0
5001904,-21.784051,-52.682476,0
5002001,-22.098739,-53.171611,0
5002100,-21.936565,-56.536754,0
5002159,-20.557901,-56.697449,0
5002209,-21.007817,-56.460249,0
5002308,-21.03329,-52.497229,0
5002407,-22.402718,-54.813366,0
5002605,-19.341408,-53.869266,0
5002704,-20.913169,-54.249689,0
5002803,-21.940525,-57.089271,0
5002902,-19.094543,-52.180236,0
5002951,-18.994229,-52.698222,0
5003108,-19.807085,-55.057248,0
5003207,-20.066564,-57.178937,0
5003256,-18.519344,-53.203013,0
5003306,-18.328793,-54.565213,0
5003488,-20.615052,-55.365409,0
5003504,-21.926565,-54.614661,0
5003702,-22.123107,-55.167854,0
5003900,-18.744411,-53.862822,1
5004106,-21.538489,-55.996427,0
5004403,-19.656969,-52.021693,0
5004502,-21.959647,-54.904119,0
5004908,-20.227365,-54.347832,0
5005004,-21.582678,-56.353976,0
5005400,-21.547737,-55.401895,0
5005608,-20.210244,-56.580347,0
5005806,-21.10111,-55.89984,0
5006002,-21.487668,-54.218001,0
5006200,-21.834688,-53.408409,0
5006309,-19.518033,-51.423381,0
5006408,-17.908178,-54.336646,0
5006606,-22.15336,-55.626777,0
5006903,-21.233364,-57.224562,0
5007109,-20.596272,-53.544035,0
5007208,-21.621411,-54.726881,0
5007307,-19.447973,-54.958529,0
5007406,-18.835834,-54.881074,0
5007505,-19.95176,-54.705662,0
5007554,-21.302945,-52.805283,0
5007695,-19.169232,-54.48383,0
5007802,-20.266478,-51.788332,0
5007901,-21.093633,-54.942494,0
5007935,-17.634497,-54.367449,0
5008008,-20.446933,-55.0248,0
5008305,-20.390629,-52.262322,0
5100102,-15.177578,-56.317763,0
5100201,-13.978275,-52.500635,0
5100300,-17.443552,-53.468375,0
5100359,-11.779718,-51.506877,0
5100409,-16.879031,-53.582934,0
5100508,-14.727368,-56.620482,0
5100607,-17.826501,-53.299819,0
5101001,-15.126945,-51.804748,0
5101209,-16.748315,-53.120854,0
5101258,-15.054643,-58.628464,0
5101308,-14.622844,-56.730346,0
5101704,-15.011653,-57.745218,0
5101803,-15.361659,-52.497603,0
5101852,-12.289932,-51.497499,0
5101902,-12.655195,-58.124663,0
5102504,-15.978123,-57.345606,0
5102603,-14.374118,-53.128882,0
5102637,-13.685763,-57.93371,0
5102678,-15.348277,-54.961149,0
5102686,-13.579357,-59.191383,0
5102694,-11.090364,-51.650285,0
5102702,-13.538877,-52.29488,0
5103007,-15.123257,-55.546345,0
5103106,-13.869183,-51.147553,0
5103304,-12.880373,-59.500322,0
5103353,-10.273819,-51.278892,0
5103361,-14.546446,-59.201825,0
5103403,-15.439218,-55.950006,0
5103452,-14.813257,-56.915732,0
5103502,-14.095367,-56.717463,0
5103601,-15.657983,-54.772382,0
5103700,-12.58802,-54.745219,0
5103858,-13.599715,-53.498293,0
5103908,-15.558683,-53.393117,0
5104203,-16.383723,-53.589465,0
5104526,-12.22357,-56.121271,1
5104609,-17.318186,-54.428588,0
5104807,-15.906552,-55.111868,0
5104906,-15.330507,-56.54996,0
5105002,-15.043256,-58.805445,0
5105150,-11.870026,-59.22913,0
5105200,-16.18326,-54.906836,0
5105259,-13.041469,-56.140173,0
5105309,-11.014145,-50.942993,0
5105903,-14.379754,-55.811108,0
5106000,-14.396505,-56.63407,0
5106109,-15.696211,-56.674884,0
5106174,-14.155845,-51.889405,0
5106182,-14.25243,-59.458369,0
5106208,-14.787158,-55.048682,0
5106224,-13.682125,-56.058893,0
5106240,-13.28345,-54.93043,0
5106257,-14.599106,-52.408176,0
5106281,-15.078922,-53.241023,0
5106307,-14.065672,-54.119122,0
5106315,-12.314956,-50.888078,0
5106372,-16.799885,-54.256488,1
5106455,-14.590707,-54.672325,0
5106505,-15.992642,-56.796649,0
5106653,-15.931975,-52.720115,0
5106703,-16.65986,-52.933017,0
5106752,-14.816912,-59.100485,0
5106778,-10.885826,-51.461477,0
5106851,-15.545947,-57.224496,0
5107008,-15.852275,-54.184603,0
5107040,-15.097396,-54.220516,0
5107156,-14.900243,-58.477443,0
5107180,-12.904595,-51.430333,0
5107198,-16.493936,-52.760219,0
5107297,-16.462772,-54.274645,0
5107305,-13.624654,-56.799865,0
5107404,-15.954549,-54.738609,0
5107602,-16.520311,-54.668466,0
5107701,-14.772746,-55.942185,0
5107750,-14.894939,-58.275437,0
5107768,-13.832764,-55.294563,0
5107776,-10.476992,-50.865201,0
5107792,-14.81919,-53.671005,0
5107800,-16.229697,-55.367722,0
5107859,-11.593177,-51.07706,0
5107875,-13.154369,-58.652348,0
5107883,-12.022951,-51.357958,0
5107925,-12.917112,-55.659612,0
5107958,-14.359789,-58.53821,0
5108006,-12.60889,-56.316239,0
5108105,-15.908008,-53.456001,0
5108204,-16.29454,-52.889712,0
5108352,-14.798231,-58.919737,0
5108402,-15.562119,-56.285348,0
5108501,-12.5354,-55.562946,0
5108600,-10.199714,-51.100427,0
5108907,-13.449921,-57.401026,0
5200050,-16.785179,-49.454049,0
5200100,-16.18684,-48.713614,0
5200134,-17.452209,-50.326032,0
5200159,-16.369254,-50.184673,0
5200175,-14.906515,-47.795432,1
5200209,-17.927324,-48.812567,0
5200258,-15.755796,-48.287428,0
5200308,-16.089104,-48.482341,0
5200506,-17.693371,-49.465363,0
5200555,-14.171257,-49.429018,0
5200605,-14.182966,-47.535121,1
5200803,-14.566349,-46.631837,1
5200829,-13.842472,-49.615386,0
5200852,-16.261113,-50.001308,0
5200902,-16.626558,-51.107283,0
5201108,-16.290587,-48.973596,0
5201207,-18.305291,-48.219831,0
5201306,-16.398219,-49.967873,0
5201405,-16.809829,-49.262917,0
5201454,-18.216835,-51.263053,0
5201504,-18.768082,-52.045389,0
5201603,-16.365622,-49.701529,0
5201702,-15.970162,-52.146404,0
5201801,-16.951319,-49.419105,0
5202155,-15.13917,-50.43959,0
5202353,-16.353467,-51.584537,0
5202502,-14.805475,-50.937212,0
5202601,-16.694984,-50.525725,0
5202809,-16.494176,-49.766667,0
5203104,-16.360065,-52.438049,0
5203203,-14.907532,-48.881195,0
5203302,-16.957451,-48.911581,0
5203401,-16.168337,-52.072388,0
5203500,-18.184093,-49.912411,0
5203559,-16.601313,-49.011265,0
5203575,-13.571897,-49.863612,0
5203609,-16.387872,-49.378081,0
5203807,-15.237049,-51.208418,0
5203906,-18.067606,-49.058573,0
5203939,-16.169373,-50.452325,0
5203962,-14.406981,-46.296631,1
5204003,-15.759897,-46.992502,0
5204102,-18.477955,-50.994349,0
5204201,-16.720616,-50.699395,0
5204250,-18.464845,-49.554349,0
5204300,-18.609105,-51.239095,0
5204409,-17.007129,-51.81463,0
5204508,-17.705135,-48.646827,0
5204557,-16.742178,-48.97209,0
5204607,-16.787289,-49.699976,0
5204656,-13.884808,-48.568129,1
5204706,-14.045001,-48.975242,1
5204805,-17.551461,-47.768395,0
5204854,-16.285953,-49.103528,0
5204904,-13.000299,-46.514392,1
5204953,-14.199973,-49.660472,0
5205000,-15.425199,-49.743817,0
5205059,-18.157931,-50.346841,0
5205109,-17.920497,-47.659781,0
5205208,-16.454763,-49.583646,0
5205307,-13.635064,-47.696151,1
5205406,-15.276544,-49.637652,0
5205455,-17.086453,-49.756598,0
5205471,-18.464912,-52.633543,0
5205497,-16.124361,-47.819112,0
5205513,-15.655637,-48.602886,0
5205521,-13.984965,-48.075085,1
5205703,-16.366575,-50.579513,0
5205802,-15.930285,-48.679456,0
5205901,-18.056726,-48.449439,0
5206206,-16.698648,-47.517958,0
5206305,-17.213652,-48.707421,0
5206404,-14.639629,-50.065251,0
5206503,-17.241212,-49.357172,0
5206602,-18.311057,-48.121982,0
5206701,-14.556136,-46.19109,1
5206800,-16.256577,-49.333392,0
5206909,-18.117032,-47.565575,0
5207105,-16.223204,-51.34968,0
5207253,-16.804813,-52.493458,0
5207352,-17.421849,-49.741895,0
5207402,-17.476725,-49.964259,0
5207501,-13.813913,-49.086338,0
5207535,-15.435513,-50.370492,0
5207600,-16.152181,-50.855582,0
5207808,-16.640014,-50.312993,0
5207907,-14.651799,-46.904648,1
5208004,-15.307706,-47.247576,0
5208103,-13.723003,-48.867596,0
5208152,-16.403155,-48.674121,0
5208301,-13.264198,-46.518853,1
5208400,-16.514464,-49.068765,0
5208509,-18.12203,-48.138298,0
5208608,-15.275361,-49.167425,0
5208707,-16.643335,-49.274193,0
5208806,-16.500079,-49.429302,0
5208905,-15.846976,-50.24311,0
5209101,-17.987148,-49.671937,0
5209150,-18.360907,-50.058424,0
5209200,-16.911343,-49.572745,0
5209291,-15.672455,-50.050377,0
5209408,-13.890021,-46.431938,1
5209457,-14.699623,-49.730987,0
5209606,-15.74345,-49.78507,0
5209705,-17.011711,-49.266802,0
5209804,-14.739776,-49.363106,0
5209903,-14.090764,-46.754978,1
5209937,-18.4279,-49.935299,0
5209952,-17.18504,-49.968258,0
5210000,-16.307751,-49.516259,0
5210109,-17.505714,-48.054734,0
5210158,-15.169349,-49.670139,0
5210208,-16.415869,-51.180761,0
5210307,-16.357437,-50.880279,0
5210406,-16.080806,-49.823959,0
5210562,-15.938246,-49.626701,0
5210604,-15.772702,-49.612768,0
5210802,-19.075378,-51.356242,1
5210901,-14.942538,-49.647979,0
5211008,-15.702904,-50.77122,0
5211206,-15.547594,-49.950431,0
5211305,-18.825495,-51.357922,0
5211404,-16.195873,-49.609688,0
5211503,-18.364574,-49.475694,0
5211602,-16.675867,-51.034198,0
5211701,-17.091952,-50.182404,0
5211800,-15.702014,-49.387141,0
5211909,-17.90976,-51.731977,0
5212006,-16.190008,-51.05832,0
5212055,-15.965514,-49.411704,0
5212105,-17.795604,-49.61862,0
5212204,-15.582944,-51.329738,0
5212253,-19.183334,-51.284646,0
5212303,-16.569634,-48.890648,0
5212501,-16.481752,-47.992176,0
5212600,-17.29964,-49.458156,0
5212709,-14.412236,-46.068593,1
5212808,-13.996531,-49.396032,1
5212907,-17.956629,-48.682608,0
5212956,-15.377511,-50.774601,0
5213004,-18.036035,-50.363986,0
5213053,-15.01705,-48.308607,1
5213087,-13.498749,-48.348939,1
5213103,-17.631413,-52.76713,0
5213400,-16.507694,-50.771064,0
5213509,-13.294607,-46.923733,1
5213707,-15.914538,-51.579186,0
5213756,-17.317946,-51.190657,0
5213772,-13.146412,-48.731748,1
5213806,-17.765682,-49.138284,0
5213855,-15.311023,-50.011704,0
5213905,-16.162354,-50.158191,0
5214002,-14.842599,-50.587228,0
5214051,-13.798654,-50.203481,0
5214101,-13.719076,-49.303872,0
5214408,-16.584575,-49.849073,0
5214507,-16.426583,-49.186323,0
5214606,-14.498584,-48.401663,1
5214705,-15.045281,-49.934941,0
5214804,-18.085122,-48.29602,0
5214838,-14.133878,-50.561796,0
5214861,-15.077819,-49.508347,0
5214879,-14.311477,-49.288255,1
5214903,-13.800654,-47.010734,1
5215009,-16.358075,-49.309093,0
5215207,-16.054614,-50.646103,0
5215231,-16.124838,-48.075064,0
5215256,-13.251007,-49.728701,0
5215306,-17.00786,-48.195479,0
5215405,-16.255077,-49.220588,0
5215504,-18.216337,-47.753293,0
5215603,-15.361169,-48.305441,0
5215652,-16.704355,-51.44091,0
5215702,-16.809003,-49.945907,0
5215801,-17.306495,-48.396822,0
5215900,-16.819823,-50.195132,0
5216007,-18.204172,-49.396428,0
5216304,-18.777998,-50.748694,0
5216403,-17.047066,-50.63785,0
5216452,-17.494264,-52.224766,0
5216809,-16.111935,-49.316435,0
5216908,-14.58721,-49.521698,0
5217104,-17.331887,-48.993402,0
5217203,-16.414125,-51.84191,0
5217302,-15.810172,-49.011914,0
5217401,-17.272199,-48.38905,0
5217609,-15.283774,-47.75156,0
5217708,-17.531138,-49.538141,0
5218003,-13.292855,-49.231156,0
5218052,-17.901137,-50.148088,0
5218102,-17.35127,-52.704535,0
5218300,-14.23093,-46.442474,1
5218391,-17.273184,-49.246141,0
5218508,-18.376182,-50.648556,0
5218607,-15.340657,-49.532526,0
5218706,-15.47239,-49.44025,0
5218789,-17.82763,-48.78112,0
5218805,-17.739397,-51.038529,0
5218904,-15.181067,-49.876827,0
5219001,-16.282228,-50.372096,0
5219100,-16.596279,-49.679914,0
5219209,-17.360392,-48.593136,0
5219258,-15.66772,-51.171637,0
5219308,-17.801554,-50.578746,0
5219357,-15.25054,-49.390017,0
5219407,-17.244664,-53.069448,0
5219456,-14.87668,-49.056271,0
5219506,-16.062765,-49.486028,0
5219605,-13.572475,-48.982079,1
5219704,-14.3225,-49.67265,0
5219712,-17.525173,-50.630611,0
5219738,-16.476769,-49.294093,0
5219753,-16.085048,-48.283048,0
5219803,-13.536885,-46.486841,0
5219902,-15.951326,-49.255957,0
5220009,-14.485615,-47.422851,1
5220058,-16.818443,-50.372888,0
5220108,-16.454997,-50.374468,0
5220157,-14.916218,-49.276112,0
5220207,-13.14563,-50.249137,0
5220264,-16.989522,-48.667803,0
5220280,-15.366896,-49.827652,0
5220454,-16.705644,-49.10776,0
5220504,-18.224637,-52.21193,0
5220603,-16.606992,-48.55805,0
5220686,-14.432565,-46.582904,1
5220702,-14.751988,-46.270072,1
5221007,-16.046313,-49.59578,0
5221080,-13.682472,-47.237606,1
5221197,-16.442832,-49.074327,0
5221304,-18.323412,-47.788465,0
5221403,-16.638953,-49.545242,0
5221452,-13.421287,-48.754213,1
5221502,-16.576997,-50.131884,0
5221551,-17.754201,-50.312667,0
5221577,-14.149591,-49.966119,0
5221601,-14.419378,-49.090187,0
5221700,-15.578098,-49.643383,0
5221809,-17.435983,-48.196153,0
5221858,-16.084268,-47.988349,0
5221908,-17.078033,-49.611397,0
5222005,-16.812979,-48.441809,0
5222054,-17.724574,-49.872794,0
5222203,-14.993579,-47.062616,1
5222302,-15.269203,-48.814542,0
5300108,-15.780692,-47.797361,0
Grand Total,-15.60460404,-47.79624039,0.028240406